0,14.96926
0.5047876,14.71248
1.018834,14.70491
1.503973,14.80847
2.000502,15.46411
2.50086,15.77472
3.005402,15.85778
3.510305,15.84007
4.000003,15.67993
4.50026,15.79962
5.000525,15.80284
5.501964,15.82486
6.011095,15.86472
6.500094,15.82785
7.000437,15.83106
7.500497,15.91902
8.010514,15.88857
8.500675,15.84874
9.010849,15.87795
9.500457,15.83886
10.00378,15.68412
10.51124,15.72241
11.00048,15.74789
11.50011,15.76589
12.00096,15.74591
12.50043,15.75021
13.00032,15.76078
13.5009,15.77335
14.00047,15.7895
14.50034,15.78362
15.01096,15.77679
15.50016,15.79963
16.00052,15.98269
16.50087,16.16825
17.00398,16.25223
17.50056,16.25621
18.00123,16.19768
18.50034,15.97334
19.00083,15.8868
19.50064,15.89204
20.01126,15.86824
20.50032,15.83113
21.00023,15.72294
21.5001,15.1645
22.00014,15.44603
22.50064,15.78759
23.0009,15.4213
23.51054,14.84865
24.00308,14.86857
24.51019,15.72976
25.01047,15.47707
25.51036,15.04957
26.0106,15.00479
26.50002,15.86355
27.01063,15.26454
27.51062,15.0803
28.01051,15.81643
28.50088,15.98072
29.01064,15.87969
29.50005,6.827628
30.00013,2.742058
30.50002,13.8079
31.00275,15.41006
31.51039,6.392801
32.00021,3.08374
32.51105,14.51506
33.01118,15.30294
33.51036,5.91945
34.01051,3.208068
34.51076,14.0336
35.01078,14.65247
35.51295,14.43254
36.01052,5.169878
36.5098,2.542726
37.01058,12.90798
37.51094,15.28134
38.00115,15.24975
38.51006,8.654308
39.00986,2.19738
39.51031,3.829154
40.01113,13.01231
40.51045,15.16545
41.01025,14.91799
41.5099,4.940555
42.01024,3.236379
42.51291,8.283693
43.01023,15.03947
43.51029,15.69073
44.01073,15.05893
44.51103,12.7957
45.00275,11.48313
45.51011,11.34664
46.01047,9.494962
46.51072,10.33893
47.01035,9.889308
47.51052,9.716427
